153.08453,-54731181.927
153.07213,-18103756.900
153.05974,-74121275.386
153.04734,-74125123.188
153.03494,-20855460.655
153.02255,25621982.147
153.01015,-51588055.139
152.99776,-25850216.457
152.98536,53734703.144
152.97297,-108912822.177
152.96057,-201286703.431
152.94818,-250946545.853
152.93578,43295046.854
152.92339,-66257892.750
152.91099,-204011099.948
152.89860,-87709179.039
152.88620,-29084294.099
152.87381,-112107928.379
152.86141,49780686.405
152.84902,5052185.659
152.83662,10536069.726
152.82422,77821578.733
152.81183,127068822.929
152.79943,87207391.085
152.78704,138965681.208
152.77464,214681786.686
152.76225,165299539.224
152.74985,-84113640.261
152.73746,72536202.984
152.72506,46457416.461
152.71267,5294962.043
152.70027,-38827838.309
152.68788,-72054185.561
152.67548,35286779.309
152.66309,-26963207.330
152.65069,-58255847.200
152.63830,118987310.994
152.62590,-20547615.568
152.61350,-23017563.528
152.60111,109062877.048
152.58871,74249518.725
152.57632,-47874599.327
152.56392,-79903961.092
152.55153,-88366047.012
152.53913,31034036.654
152.52674,-89569007.389
152.51434,60542162.472
152.50195,72481766.118
152.48955,12476417.941
152.47716,-77720777.446
152.46476,114527872.340
152.45237,70892540.644
152.43997,30582220.119
152.42758,-142608138.110
152.41518,4633411.766
152.40278,-116661716.094
152.39039,-37271193.011
152.37799,-56765871.435
152.36560,35633793.295
152.35320,57557209.617
152.34081,-91032322.802
152.32841,82836243.316
152.31602,102527744.821
152.30362,-50917642.664
152.29123,-74724586.348
152.27883,26154538.032
152.26644,70739295.290
152.25404,100467558.631
152.24165,132547304.680
152.22925,-62827716.991
152.21686,20420115.550
152.20446,-80341174.416
152.19206,31949870.642
152.17967,-78636147.188
152.16727,125516021.868
152.15488,46643455.735
152.14248,-113015638.234
152.13009,-5829457.301
152.11769,-115063905.277
152.10530,33235411.591
152.09290,25430958.345
152.08051,81840950.271
152.06811,76750152.753
152.05572,-65007379.062
152.04332,-254488257.852
152.03093,-65976050.858
152.01853,-41141328.171
152.00614,163159104.194
151.99374,-9870037.596
151.98134,-114554619.211
151.96895,-4622194.033
151.95655,-10889646.355
151.94416,62770864.643
151.93176,82704935.987
151.91937,-1731205.920
151.90697,-105259688.209
151.89458,128012270.594
151.88218,30736015.641
151.86979,-16972501.580
151.85739,-86781994.395
151.84500,-121673970.576
151.83260,-104125473.649
151.82021,-14836785.104
151.80781,139425804.124
151.79542,-61458496.044
151.78302,-114985870.409
151.77062,35183527.792
151.75823,-26609069.025
151.74583,55893454.783
151.73344,111429993.186
151.72104,57256514.405
151.70865,-70783504.788
151.69625,236577710.267
151.68386,125379299.207
151.67146,113423797.006
151.65907,-159578742.580
151.64667,-13743691.874
151.63428,-134396048.729
151.62188,-41125756.015
151.60949,-194636089.644
151.59709,29849285.620
151.58470,29497987.633
151.57230,25154656.888
151.55990,221655111.026
151.54751,61901596.646
151.53511,-29663027.790
151.52272,-149323215.465
151.51032,-125335060.595
151.49793,38693985.014
151.48553,-175951821.598
151.47314,-150996489.027
151.46074,8690425.457
151.44835,-92414930.183
151.43595,81507455.919
151.42356,-18443069.554
151.41116,-37512318.476
151.39877,115651508.230
151.38637,12676851.949
151.37397,69342308.057
151.36158,198467340.412
151.34918,68696521.410
151.33679,89244477.974
151.32439,38194261.039
151.31200,-39657311.518
151.29960,27588376.274
151.28721,-241133104.137
151.27481,-25430538.107
151.26242,-11632315.905
151.25002,1354131.036
151.23763,-131519572.270
151.22523,-215062089.191
151.21284,-95323575.924
151.20044,-100034673.130
151.18805,-32668030.683
151.17565,-54451559.940
